0.01	56.01	418.01	0.01	419.01	1513.01	0.01	308.01	0.01	213.01	452.01	371.01	0.01	238.01	0.01	0.01	191.01	345.01	0.01	0.01	0.01	0.01	0.01	114.01	158.01
0.01	0.01	387.01	0.01	242.01	10.01	1408.01	0.01	0.01	0.01	0.01	160.01	0.01	284.01	0.01	652.01	700.01	0.01	462.01	0.01	99.01	0.01	0.01	1.01	0.01
0.01	0.01	157.01	0.01	543.01	0.01	670.01	402.01	289.01	0.01	160.01	486.01	0.01	378.01	0.01	144.01	203.01	0.01	95.01	0.01	120.01	134.01	0.01	0.01	0.01
0.01	101.01	214.01	0.01	0.01	187.01	858.01	135.01	0.01	0.01	482.01	127.01	91.01	645.01	0.01	0.01	0.01	146.01	0.01	0.01	222.01	74.01	317.01	0.01	0.01
0.01	0.01	0.01	0.01	0.01	0.01	2210.01	8.01	0.01	0.01	0.01	0.01	0.01	917.01	0.01	297.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
0.01	0.01	0.01	0.01	184.01	28.01	0.01	2076.01	0.01	222.01	179.01	0.01	103.01	0.01	0.01	0.01	0.01	0.01	71.01	0.01	0.01	185.01	107.01	0.01	250.01
0.01	0.01	0.01	2490.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	65.01	0.01	0.01	0.01	584.01	125.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	1384.01	0.01	0.01	527.01	0.01	1255.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
0.01	46.01	285.01	0.01	0.01	430.01	0.01	301.01	0.01	1031.01	386.01	0.01	0.01	122.01	0.01	245.01	194.01	0.01	0.01	0.01	47.01	2.01	0.01	59.01	0.01
0.01	0.01	0.01	0.01	838.01	0.01	0.01	134.01	101.01	0.01	248.01	0.01	0.01	0.01	394.01	0.01	0.01	0.01	46.01	0.01	0.01	0.01	0.01	0.01	1370.01
0.01	288.01	941.01	0.01	159.01	566.01	0.01	101.01	0.01	0.01	426.01	0.01	97.01	0.01	98.01	73.01	78.01	0.01	0.01	0.01	0.01	0.01	0.01	160.01	84.01
0.01	0.01	48.01	577.01	388.01	0.01	0.01	0.01	0.01	0.01	416.01	0.01	0.01	0.01	0.01	661.01	606.01	96.01	0.01	0.01	230.01	0.01	0.01	0.01	0.01
0.01	106.01	1028.01	0.01	286.01	116.01	122.01	0.01	47.01	0.01	114.01	118.01	115.01	75.01	0.01	0.01	67.01	0.01	0.01	416.01	0.01	0.01	187.01	216.01	0.01
0.01	0.01	199.01	0.01	417.01	0.01	0.01	764.01	221.01	122.01	0.01	0.01	258.01	0.01	0.01	0.01	48.01	58.01	317.01	0.01	256.01	0.01	0.01	0.01	336.01
0.01	446.01	0.01	0.01	197.01	0.01	0.01	0.01	378.01	0.01	0.01	0.01	60.01	0.01	0.01	0.01	785.01	1112.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
0.01	0.01	353.01	0.01	0.01	163.01	0.01	0.01	0.01	1159.01	777.01	0.01	0.01	0.01	0.01	94.01	87.01	130.01	0.01	0.01	0.01	0.01	0.01	162.01	0.01
0.01	105.01	438.01	0.01	0.01	883.01	2.01	557.01	0.01	142.01	0.01	0.01	0.01	41.01	0.01	46.01	62.01	68.01	137.01	0.01	0.01	0.01	83.01	328.01	0.01
0.01	0.01	0.01	0.01	4.01	0.01	851.01	0.01	0.01	0.01	1140.01	0.01	0.01	0.01	0.01	417.01	377.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
0.01	0.01	0.01	57.01	421.01	288.01	0.01	0.01	110.01	0.01	965.01	0.01	121.01	0.01	0.01	202.01	393.01	0.01	0.01	0.01	218.01	0.01	0.01	0.01	0.01
0.01	421.01	0.01	278.01	0.01	0.01	0.01	0.01	71.01	1071.01	0.01	0.01	0.01	45.01	26.01	16.01	311.01	0.01	0.01	0.01	170.01	0.01	0.01	133.01	225.01
0.01	0.01	289.01	240.01	188.01	530.01	0.01	0.01	561.01	0.01	0.01	0.01	309.01	0.01	54.01	53.01	0.01	0.01	115.01	0.01	0.01	0.01	0.01	356.01	68.01
0.01	160.01	235.01	0.01	445.01	166.01	0.01	483.01	0.01	0.01	103.01	122.01	125.01	0.01	73.01	0.01	0.01	167.01	98.01	0.01	0.01	0.01	0.01	334.01	188.01
0.01	166.01	0.01	0.01	271.01	0.01	0.01	0.01	62.01	0.01	0.01	0.01	402.01	44.01	0.01	0.01	0.01	1028.01	0.01	0.01	0.01	0.01	695.01	0.01	0.01
0.01	0.01	0.01	0.01	0.01	0.01	2370.01	0.01	0.01	0.01	1.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	246.01	0.01	0.01	0.01
0.01	0.01	350.01	0.01	2.01	1195.01	33.01	129.01	0.01	0.01	0.01	102.01	0.01	172.01	0.01	0.01	65.01	0.01	0.01	356.01	0.01	0.01	0.01	44.01	163.01
0.01	0.01	0.01	0.01	407.01	0.01	0.01	0.01	0.01	0.01	1047.01	0.01	0.01	474.01	0.01	590.01	0.01	0.01	87.01	0.01	0.01	0.01	0.01	0.01	0.01
0.01	0.01	0.01	0.01	0.01	0.01	474.01	0.01	0.01	0.01	0.01	0.01	0.01	165.01	0.01	1052.01	505.01	0.01	284.01	0.01	120.01	0.01	0.01	1.01	0.01
0.01	0.01	0.01	0.01	135.01	294.01	0.01	493.01	98.01	125.01	287.01	89.01	74.01	0.01	0.01	0.01	122.01	84.01	272.01	0.01	211.01	0.01	114.01	28.01	150.01
0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	38.01	0.01	0.01	0.01	0.01	147.01	0.01	0.01	2388.01	0.01	0.01	0.01	0.01	0.01	0.01
0.01	0.01	0.01	1677.01	241.01	0.01	0.01	0.01	400.01	0.01	0.01	0.01	0.01	0.01	0.01	102.01	0.01	1.01	26.01	0.01	98.01	0.01	0.01	0.01	0.01
66.01	0.01	317.01	0.01	301.01	242.01	0.01	90.01	88.01	0.01	175.01	10.01	207.01	30.01	0.01	212.01	110.01	152.01	168.01	0.01	60.01	0.01	0.01	312.01	0.01
0.01	66.01	334.01	0.01	0.01	547.01	0.01	543.01	0.01	526.01	70.01	38.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	207.01	1.01	188.01	0.01	0.01	0.01
0.01	371.01	0.01	0.01	252.01	0.01	0.01	626.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	27.01	0.01	0.01	61.01	3.01	212.01	0.01	277.01	471.01	129.01
0.01	0.01	0.01	0.01	0.01	0.01	92.01	0.01	89.01	0.01	0.01	1002.01	0.01	0.01	278.01	0.01	0.01	488.01	176.01	0.01	0.01	108.01	0.01	107.01	46.01
0.01	0.01	0.01	0.01	0.01	0.01	877.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	1492.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
0.01	0.01	321.01	0.01	0.01	227.01	0.01	0.01	17.01	0.01	375.01	184.01	138.01	77.01	0.01	0.01	133.01	732.01	0.01	0.01	156.01	0.01	0.01	0.01	0.01
0.01	0.01	556.01	0.01	62.01	326.01	0.01	140.01	136.01	0.01	0.01	0.01	292.01	0.01	0.01	0.01	145.01	363.01	0.01	6.01	81.01	0.01	0.01	236.01	0.01
0.01	120.01	0.01	0.01	0.01	0.01	0.01	1674.01	0.01	0.01	0.01	0.01	0.01	0.01	64.01	0.01	0.01	0.01	0.01	263.01	0.01	0.01	0.01	16.01	172.01
0.01	45.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	70.01	0.01	0.01	0.01	440.01	1370.01	0.01	0.01	0.01	0.01	0.01	364.01	0.01
0.01	369.01	0.01	305.01	189.01	0.01	0.01	0.01	101.01	0.01	0.01	0.01	173.01	88.01	64.01	228.01	25.01	0.01	0.01	678.01	58.01	0.01	0.01	0.01	0.01
0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	108.01	0.01	0.01	2149.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	2.01
0.01	0.01	102.01	0.01	94.01	430.01	0.01	387.01	0.01	420.01	104.01	0.01	90.01	96.01	0.01	0.01	106.01	141.01	0.01	0.01	62.01	0.01	0.01	74.01	149.01
0.01	0.01	0.01	216.01	0.01	0.01	0.01	0.01	42.01	127.01	0.01	0.01	0.01	0.01	323.01	90.01	0.01	47.01	0.01	298.01	0.01	0.01	476.01	469.01	145.01
0.01	0.01	0.01	0.01	0.01	1.01	2047.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	170.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	1338.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	874.01
0.01	0.01	935.01	0.01	0.01	268.01	70.01	45.01	0.01	0.01	198.01	0.01	246.01	37.01	0.01	0.01	35.01	0.01	0.01	0.01	0.01	0.01	0.01	343.01	0.01
0.01	0.01	0.01	0.01	0.01	0.01	0.01	70.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	2102.01	0.01	0.01	0.01
0.01	223.01	146.01	0.01	17.01	0.01	290.01	146.01	0.01	0.01	421.01	0.01	0.01	650.01	0.01	123.01	0.01	91.01	32.01	0.01	0.01	0.01	0.01	0.01	0.01
0.01	0.01	0.01	0.01	107.01	357.01	55.01	986.01	0.01	0.01	162.01	0.01	0.01	53.01	0.01	0.01	37.01	40.01	93.01	0.01	0.01	128.01	0.01	97.01	0.01
0.01	0.01	0.01	517.01	0.01	0.01	552.01	0.01	0.01	0.01	0.01	279.01	0.01	0.01	0.01	455.01	307.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
0.01	0.01	0.01	0.01	87.01	0.01	544.01	119.01	0.01	0.01	90.01	147.01	0.01	487.01	0.01	180.01	68.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	383.01
0.01	0.01	0.01	1216.01	85.01	0.01	0.01	34.01	4.01	0.01	229.01	0.01	0.01	101.01	83.01	308.01	3.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
0.01	0.01	0.01	0.01	123.01	737.01	2.01	291.01	0.01	363.01	0.01	0.01	0.01	0.01	0.01	50.01	0.01	0.01	0.01	45.01	79.01	115.01	0.01	0.01	251.01
0.01	0.01	0.01	0.01	0.01	0.01	0.01	27.01	0.01	0.01	1268.01	142.01	0.01	111.01	100.01	223.01	110.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	65.01
0.01	0.01	123.01	0.01	0.01	0.01	0.01	342.01	81.01	532.01	0.01	159.01	0.01	0.01	184.01	43.01	58.01	57.01	35.01	0.01	0.01	0.01	0.01	257.01	162.01
0.01	0.01	348.01	0.01	0.01	612.01	0.01	0.01	41.01	326.01	0.01	0.01	62.01	0.01	0.01	188.01	133.01	0.01	164.01	0.01	45.01	107.01	0.01	0.01	0.01
0.01	0.01	0.01	234.01	35.01	0.01	0.01	0.01	154.01	942.01	17.01	0.01	246.01	0.01	0.01	58.01	137.01	0.01	0.01	0.01	0.01	195.01	0.01	0.01	0.01
0.01	0.01	7.01	0.01	144.01	0.01	185.01	20.01	0.01	0.01	0.01	418.01	0.01	0.01	86.01	127.01	90.01	0.01	388.01	0.01	256.01	171.01	0.01	34.01	76.01
1.01	0.01	310.01	678.01	1.01	113.01	0.01	0.01	31.01	0.01	62.01	0.01	89.01	0.01	64.01	39.01	0.01	0.01	0.01	410.01	177.01	0.01	0.01	0.01	0.01
0.01	0.01	173.01	0.01	24.01	0.01	1028.01	286.01	0.01	201.01	0.01	0.01	24.01	0.01	34.01	0.01	49.01	0.01	0.01	5.01	0.01	147.01	0.01	0.01	4.01
0.01	0.01	0.01	0.01	0.01	573.01	0.01	229.01	0.01	0.01	0.01	0.01	142.01	0.01	0.01	0.01	0.01	145.01	122.01	0.01	26.01	0.01	0.01	734.01	0.01
0.01	59.01	0.01	817.01	102.01	247.01	0.01	0.01	146.01	0.01	0.01	0.01	96.01	0.01	0.01	152.01	1.01	222.01	0.01	0.01	105.01	0.01	0.01	0.01	0.01
0.01	0.01	99.01	0.01	323.01	158.01	477.01	0.01	80.01	0.01	0.01	0.01	105.01	163.01	1.01	265.01	0.01	226.01	40.01	0.01	0.01	0.01	0.01	0.01	0.01
0.01	58.01	0.01	0.01	0.01	242.01	0.01	289.01	0.01	0.01	0.01	0.01	0.01	132.01	0.01	0.01	0.01	0.01	116.01	0.01	0.01	231.01	0.01	786.01	78.01
0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	1918.01	0.01
0.01	0.01	0.01	0.01	75.01	0.01	61.01	398.01	148.01	223.01	0.01	0.01	149.01	127.01	0.01	185.01	116.01	0.01	87.01	0.01	84.01	0.01	68.01	191.01	0.01
41.01	0.01	0.01	0.01	178.01	0.01	41.01	367.01	72.01	0.01	350.01	112.01	22.01	77.01	37.01	39.01	98.01	87.01	71.01	0.01	0.01	0.01	0.01	166.01	145.01
0.01	0.01	0.01	0.01	114.01	260.01	0.01	0.01	0.01	0.01	0.01	0.01	32.01	0.01	0.01	591.01	0.01	555.01	0.01	0.01	0.01	78.01	91.01	151.01	0.01
11.01	0.01	0.01	815.01	0.01	0.01	0.01	0.01	0.01	0.01	80.01	0.01	0.01	63.01	99.01	132.01	82.01	0.01	232.01	260.01	0.01	0.01	0.01	0.01	66.01
0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	128.01	223.01	0.01	1486.01	0.01	0.01	0.01	0.01	0.01	0.01
0.01	234.01	596.01	0.01	0.01	393.01	0.01	42.01	0.01	0.01	37.01	6.01	0.01	55.01	0.01	0.01	0.01	0.01	0.01	344.01	0.01	0.01	0.01	130.01	0.01
0.01	0.01	0.01	97.01	0.01	0.01	0.01	0.01	0.01	0.01	57.01	0.01	0.01	927.01	69.01	162.01	0.01	0.01	314.01	0.01	0.01	119.01	0.01	89.01	0.01
0.01	0.01	97.01	273.01	157.01	0.01	0.01	399.01	0.01	0.01	9.01	120.01	55.01	248.01	0.01	77.01	106.01	48.01	0.01	0.01	0.01	0.01	0.01	139.01	87.01
0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	1813.01	0.01	0.01	0.01	0.01	0.01	0.01	1.01	0.01	0.01
0.01	0.01	0.01	0.01	0.01	0.01	1759.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	47.01	0.01	0.01	0.01
0.01	0.01	0.01	0.01	449.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	117.01	678.01	552.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	1162.01	0.01	0.01	0.01	26.01	0.01	0.01	0.01	0.01	0.01	589.01
0.01	113.01	792.01	0.01	0.01	0.01	2.01	188.01	0.01	54.01	86.01	0.01	35.01	0.01	0.01	0.01	0.01	249.01	0.01	0.01	29.01	0.01	0.01	115.01	110.01
25.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	1.01	0.01	369.01	0.01	0.01	133.01	0.01	1230.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	1505.01	0.01	0.01	6.01	0.01	130.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	115.01
0.01	0.01	0.01	0.01	128.01	0.01	601.01	123.01	0.01	0.01	237.01	0.01	0.01	209.01	0.01	0.01	0.01	0.01	69.01	0.01	293.01	86.01	3.01	0.01	0.01
0.01	86.01	50.01	0.01	9.01	0.01	0.01	309.01	134.01	239.01	153.01	0.01	0.01	156.01	0.01	88.01	0.01	124.01	60.01	0.01	219.01	0.01	0.01	112.01	0.01
0.01	96.01	383.01	0.01	0.01	514.01	0.01	130.01	0.01	0.01	23.01	0.01	0.01	0.01	0.01	0.01	107.01	293.01	0.01	0.01	72.01	0.01	0.01	117.01	0.01
0.01	0.01	28.01	0.01	0.01	0.01	300.01	0.01	6.01	0.01	0.01	0.01	0.01	297.01	0.01	1099.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
0.01	0.01	0.01	1342.01	0.01	0.01	0.01	0.01	0.01	0.01	178.01	0.01	0.01	0.01	0.01	201.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
0.01	0.01	481.01	0.01	187.01	0.01	53.01	0.01	0.01	0.01	0.01	0.01	138.01	178.01	0.01	439.01	0.01	92.01	83.01	0.01	58.01	0.01	0.01	4.01	0.01
0.01	0.01	0.01	0.01	190.01	0.01	0.01	4.01	0.01	0.01	232.01	0.01	64.01	0.01	0.01	89.01	299.01	277.01	55.01	0.01	0.01	21.01	239.01	168.01	49.01
0.01	1675.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
0.01	0.01	0.01	1063.01	0.01	0.01	0.01	0.01	0.01	0.01	227.01	0.01	0.01	0.01	0.01	372.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
0.01	0.01	182.01	0.01	500.01	113.01	0.01	0.01	153.01	0.01	0.01	0.01	0.01	0.01	0.01	206.01	121.01	226.01	48.01	0.01	106.01	0.01	0.01	0.01	0.01
0.01	213.01	0.01	82.01	0.01	0.01	0.01	526.01	29.01	0.01	101.01	0.01	85.01	86.01	0.01	0.01	62.01	156.01	94.01	0.01	0.01	0.01	88.01	130.01	0.01
0.01	64.01	255.01	8.01	0.01	597.01	0.01	150.01	0.01	0.01	0.01	0.01	0.01	46.01	0.01	0.01	106.01	0.01	1.01	264.01	0.01	0.01	69.01	0.01	88.01
0.01	223.01	147.01	0.01	160.01	0.01	0.01	0.01	0.01	608.01	0.01	0.01	0.01	0.01	42.01	0.01	94.01	373.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	29.01	0.01	0.01	1610.01	0.01	0.01	0.01	0.01	0.01	0.01
0.01	0.01	0.01	521.01	0.01	0.01	179.01	0.01	0.01	0.01	510.01	0.01	0.01	0.01	0.01	335.01	0.01	0.01	0.01	0.01	88.01	0.01	0.01	0.01	0.01
0.01	41.01	0.01	0.01	0.01	513.01	0.01	356.01	0.01	176.01	138.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	74.01	0.01	91.01	12.01	0.01	230.01
0.01	88.01	94.01	0.01	0.01	285.01	0.01	693.01	0.01	248.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	83.01	0.01	4.01	0.01	130.01	0.01
0.01	0.01	0.01	0.01	0.01	0.01	164.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	1460.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
0.01	0.01	0.01	0.01	0.01	0.01	289.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	1333.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
0.01	0.01	0.01	1156.01	0.01	0.01	103.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	274.01	74.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
0.01	92.01	0.01	0.01	0.01	0.01	0.01	550.01	0.01	778.01	0.01	0.01	0.01	0.01	0.01	41.01	0.01	0.01	4.01	0.01	2.01	0.01	140.01	0.01	0.01
0.01	0.01	1.01	0.01	0.01	0.01	1232.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	364.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	1.01
0.01	0.01	0.01	0.01	0.01	0.01	0.01	51.01	0.01	0.01	0.01	0.01	0.01	1537.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
0.01	0.01	212.01	0.01	0.01	0.01	33.01	0.01	77.01	575.01	0.01	0.01	0.01	0.01	0.01	1.01	0.01	89.01	0.01	249.01	0.01	1.01	243.01	105.01	0.01
0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	1576.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
0.01	0.01	265.01	0.01	0.01	0.01	0.01	0.01	36.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	1273.01	0.01
0.01	0.01	0.01	624.01	43.01	0.01	0.01	0.01	0.01	0.01	0.01	226.01	0.01	0.01	0.01	66.01	611.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	177.01	1008.01	0.01	0.01	0.01	4.01	0.01	62.01	0.01	0.01	0.01	0.01	32.01	30.01	0.01	249.01	0.01
0.01	511.01	0.01	0.01	1.01	0.01	53.01	0.01	15.01	0.01	0.01	192.01	68.01	84.01	0.01	74.01	59.01	286.01	66.01	0.01	152.01	0.01	0.01	0.01	0.01
3.01	0.01	0.01	0.01	0.01	0.01	0.01	892.01	87.01	0.01	87.01	9.01	83.01	0.01	4.01	0.01	0.01	0.01	0.01	0.01	0.01	207.01	0.01	0.01	181.01
0.01	55.01	0.01	0.01	0.01	306.01	0.01	218.01	0.01	0.01	126.01	53.01	0.01	0.01	128.01	0.01	74.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	576.01
0.01	0.01	0.01	0.01	0.01	141.01	0.01	368.01	116.01	72.01	194.01	0.01	146.01	0.01	0.01	4.01	0.01	200.01	82.01	0.01	113.01	0.01	0.01	31.01	53.01
0.01	0.01	0.01	97.01	220.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	244.01	0.01	0.01	188.01	68.01	0.01	310.01	0.01	393.01	0.01	0.01	0.01	0.01
0.01	43.01	0.01	0.01	35.01	0.01	292.01	0.01	0.01	0.01	0.01	0.01	0.01	46.01	0.01	187.01	571.01	0.01	344.01	0.01	0.01	0.01	0.01	0.01	0.01
0.01	616.01	0.01	0.01	0.01	80.01	0.01	211.01	266.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	118.01	0.01	0.01	216.01	0.01
0.01	53.01	0.01	0.01	0.01	252.01	0.01	219.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	25.01	102.01	33.01	175.01	179.01	0.01	175.01	0.01	0.01	291.01
0.01	81.01	351.01	0.01	0.01	172.01	0.01	70.01	0.01	0.01	0.01	0.01	70.01	69.01	0.01	80.01	148.01	333.01	0.01	0.01	0.01	0.01	0.01	126.01	0.01
0.01	122.01	0.01	0.01	111.01	136.01	0.01	224.01	0.01	0.01	427.01	0.01	0.01	138.01	0.01	0.01	0.01	0.01	0.01	87.01	0.01	0.01	114.01	0.01	140.01
0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	1208.01	0.01	0.01	0.01	0.01	0.01	34.01	0.01	0.01	0.01	41.01	0.01	0.01	209.01	0.01	0.01
0.01	0.01	214.01	0.01	0.01	314.01	0.01	81.01	0.01	161.01	160.01	0.01	0.01	0.01	0.01	0.01	137.01	116.01	212.01	0.01	0.01	0.01	0.01	96.01	0.01
0.01	0.01	88.01	0.01	105.01	0.01	265.01	0.01	0.01	0.01	0.01	44.01	0.01	84.01	0.01	482.01	266.01	0.01	155.01	0.01	0.01	0.01	0.01	2.01	0.01
0.01	175.01	0.01	0.01	0.01	0.01	4.01	655.01	0.01	2.01	0.01	164.01	67.01	87.01	50.01	0.01	12.01	14.01	0.01	0.01	0.01	0.01	0.01	0.01	258.01
0.01	282.01	0.01	0.01	359.01	0.01	0.01	0.01	488.01	0.01	0.01	0.01	20.01	0.01	0.01	7.01	146.01	0.01	0.01	0.01	0.01	0.01	0.01	121.01	60.01
0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	1482.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
0.01	228.01	1148.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	100.01	0.01	0.01	0.01	0.01
0.01	17.01	0.01	0.01	156.01	397.01	0.01	271.01	0.01	259.01	0.01	117.01	0.01	0.01	0.01	0.01	50.01	0.01	3.01	115.01	0.01	0.01	0.01	88.01	0.01
0.01	0.01	0.01	0.01	0.01	0.01	175.01	0.01	0.01	0.01	57.01	0.01	0.01	299.01	492.01	0.01	0.01	1.01	0.01	0.01	0.01	0.01	0.01	0.01	448.01
0.01	0.01	384.01	0.01	0.01	0.01	0.01	0.01	116.01	2.01	0.01	0.01	291.01	0.01	0.01	32.01	0.01	188.01	82.01	0.01	134.01	0.01	0.01	235.01	0.01
0.01	0.01	377.01	0.01	0.01	0.01	0.01	44.01	0.01	0.01	155.01	0.01	30.01	46.01	0.01	63.01	0.01	109.01	0.01	0.01	0.01	0.01	0.01	634.01	0.01
